# Traffic table exported on 2025-07-05 16:10:20
# NoC dimensions: 20x20
# Columns: task_id	source_pe	dest_pe	data_size	wait_ids

357	202	280	8192	318
358	201	280	8192	315
359	202	300	8192	318
360	201	300	8192	315
361	202	320	8192	318
362	201	320	8192	315
363	202	340	8192	318
364	201	340	8192	315
365	202	360	8192	318
366	201	360	8192	315
367	202	380	8192	318
368	201	380	8192	315
369	202	121	8192	318
370	201	121	8192	315
371	202	141	8192	318
372	201	141	8192	315
373	202	181	8192	318
374	201	181	8192	315
375	202	261	8192	318
376	201	261	8192	315
377	202	281	8192	318
378	201	281	8192	315
379	204	301	8192	324
380	203	301	8192	321
381	204	321	8192	324
382	203	321	8192	321
383	204	122	8192	324
384	203	122	8192	321
385	204	262	8192	324
386	203	262	8192	321
387	204	282	8192	324
388	203	282	8192	321
389	204	302	8192	324
390	203	302	8192	321
391	204	322	8192	324
392	203	322	8192	321
393	204	263	8192	324
394	203	263	8192	321
395	204	283	8192	324
396	203	283	8192	321
397	204	303	8192	324
398	203	303	8192	321
399	204	323	8192	324
