task_id,src_network_id,src_network_name,dst_network_id,dst_network_name,src_pe,dest_pe,tensor_shape,bytes,cycles,wait_ids,description,src_type,dst_type
425,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P114,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 114 (0:32,2304:2560)",IMC,IMC
426,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P114,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 114 (0:32,2560:2816)",IMC,IMC
427,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P114,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 114 (0:32,2816:3072)",IMC,IMC
428,16.0,layer_0_mlp1,17,layer_0_mlp2,P56,P115,"(32, 256)",16384,512,294,"Inter-network input from layer_0_mlp1[16] processor 56 to layer_0_mlp2[17] processor 115 (0:32,2048:2304)",IMC,IMC
429,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P115,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 115 (0:32,2304:2560)",IMC,IMC
430,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P115,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 115 (0:32,2560:2816)",IMC,IMC
431,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P115,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 115 (0:32,2816:3072)",IMC,IMC
432,16.0,layer_0_mlp1,17,layer_0_mlp2,P56,P116,"(32, 256)",16384,512,294,"Inter-network input from layer_0_mlp1[16] processor 56 to layer_0_mlp2[17] processor 116 (0:32,2048:2304)",IMC,IMC
433,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P116,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 116 (0:32,2304:2560)",IMC,IMC
434,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P116,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 116 (0:32,2560:2816)",IMC,IMC
435,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P116,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 116 (0:32,2816:3072)",IMC,IMC
436,16.0,layer_0_mlp1,17,layer_0_mlp2,P56,P117,"(32, 256)",16384,512,294,"Inter-network input from layer_0_mlp1[16] processor 56 to layer_0_mlp2[17] processor 117 (0:32,2048:2304)",IMC,IMC
437,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P117,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 117 (0:32,2304:2560)",IMC,IMC
438,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P117,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 117 (0:32,2560:2816)",IMC,IMC
439,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P117,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 117 (0:32,2816:3072)",IMC,IMC
440,16.0,layer_0_mlp1,17,layer_0_mlp2,P56,P118,"(32, 256)",16384,512,294,"Inter-network input from layer_0_mlp1[16] processor 56 to layer_0_mlp2[17] processor 118 (0:32,2048:2304)",IMC,IMC
441,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P118,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 118 (0:32,2304:2560)",IMC,IMC
442,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P118,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 118 (0:32,2560:2816)",IMC,IMC
443,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P118,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 118 (0:32,2816:3072)",IMC,IMC
444,16.0,layer_0_mlp1,17,layer_0_mlp2,P56,P119,"(32, 256)",16384,512,294,"Inter-network input from layer_0_mlp1[16] processor 56 to layer_0_mlp2[17] processor 119 (0:32,2048:2304)",IMC,IMC
445,16.0,layer_0_mlp1,17,layer_0_mlp2,P57,P119,"(32, 256)",16384,512,297,"Inter-network input from layer_0_mlp1[16] processor 57 to layer_0_mlp2[17] processor 119 (0:32,2304:2560)",IMC,IMC
446,16.0,layer_0_mlp1,17,layer_0_mlp2,P58,P119,"(32, 256)",16384,512,300,"Inter-network input from layer_0_mlp1[16] processor 58 to layer_0_mlp2[17] processor 119 (0:32,2560:2816)",IMC,IMC
447,16.0,layer_0_mlp1,17,layer_0_mlp2,P59,P119,"(32, 256)",16384,512,303,"Inter-network input from layer_0_mlp1[16] processor 59 to layer_0_mlp2[17] processor 119 (0:32,2816:3072)",IMC,IMC
448,17.0,layer_0_mlp2,17,layer_0_mlp2,P84,P84,"(32, 64)",4096,128,"304, 305, 306, 307","Processor 84 partial computation (input:(0, 1024), output:(0, 64))",IMC,IMC
449,17.0,layer_0_mlp2,17,layer_0_mlp2,P85,P85,"(32, 64)",4096,128,"308, 309, 310, 311","Processor 85 partial computation (input:(0, 1024), output:(64, 128))",IMC,IMC
450,17.0,layer_0_mlp2,17,layer_0_mlp2,P86,P86,"(32, 64)",4096,128,"312, 313, 314, 315","Processor 86 partial computation (input:(0, 1024), output:(128, 192))",IMC,IMC
451,17.0,layer_0_mlp2,17,layer_0_mlp2,P87,P87,"(32, 64)",4096,128,"316, 317, 318, 319","Processor 87 partial computation (input:(0, 1024), output:(192, 256))",IMC,IMC
452,17.0,layer_0_mlp2,17,layer_0_mlp2,P88,P88,"(32, 64)",4096,128,"320, 321, 322, 323","Processor 88 partial computation (input:(0, 1024), output:(256, 320))",IMC,IMC
453,17.0,layer_0_mlp2,17,layer_0_mlp2,P89,P89,"(32, 64)",4096,128,"324, 325, 326, 327","Processor 89 partial computation (input:(0, 1024), output:(320, 384))",IMC,IMC
454,17.0,layer_0_mlp2,17,layer_0_mlp2,P90,P90,"(32, 64)",4096,128,"328, 329, 330, 331","Processor 90 partial computation (input:(0, 1024), output:(384, 448))",IMC,IMC
455,17.0,layer_0_mlp2,17,layer_0_mlp2,P91,P91,"(32, 64)",4096,128,"332, 333, 334, 335","Processor 91 partial computation (input:(0, 1024), output:(448, 512))",IMC,IMC
456,17.0,layer_0_mlp2,17,layer_0_mlp2,P92,P92,"(32, 64)",4096,128,"336, 337, 338, 339","Processor 92 partial computation (input:(0, 1024), output:(512, 576))",IMC,IMC
457,17.0,layer_0_mlp2,17,layer_0_mlp2,P93,P93,"(32, 64)",4096,128,"340, 341, 342, 343","Processor 93 partial computation (input:(0, 1024), output:(576, 640))",IMC,IMC
458,17.0,layer_0_mlp2,17,layer_0_mlp2,P94,P94,"(32, 64)",4096,128,"344, 345, 346, 347","Processor 94 partial computation (input:(0, 1024), output:(640, 704))",IMC,IMC
459,17.0,layer_0_mlp2,17,layer_0_mlp2,P95,P95,"(32, 64)",4096,128,"348, 349, 350, 351","Processor 95 partial computation (input:(0, 1024), output:(704, 768))",IMC,IMC
460,17.0,layer_0_mlp2,17,layer_0_mlp2,P96,P96,"(32, 64)",4096,128,"352, 353, 354, 355","Processor 96 partial computation (input:(1024, 2048), output:(0, 64))",IMC,IMC
461,17.0,layer_0_mlp2,17,layer_0_mlp2,P97,P97,"(32, 64)",4096,128,"356, 357, 358, 359","Processor 97 partial computation (input:(1024, 2048), output:(64, 128))",IMC,IMC
462,17.0,layer_0_mlp2,17,layer_0_mlp2,P98,P98,"(32, 64)",4096,128,"360, 361, 362, 363","Processor 98 partial computation (input:(1024, 2048), output:(128, 192))",IMC,IMC
463,17.0,layer_0_mlp2,17,layer_0_mlp2,P99,P99,"(32, 64)",4096,128,"364, 365, 366, 367","Processor 99 partial computation (input:(1024, 2048), output:(192, 256))",IMC,IMC
464,17.0,layer_0_mlp2,17,layer_0_mlp2,P100,P100,"(32, 64)",4096,128,"368, 369, 370, 371","Processor 100 partial computation (input:(1024, 2048), output:(256, 320))",IMC,IMC
465,17.0,layer_0_mlp2,17,layer_0_mlp2,P101,P101,"(32, 64)",4096,128,"372, 373, 374, 375","Processor 101 partial computation (input:(1024, 2048), output:(320, 384))",IMC,IMC
466,17.0,layer_0_mlp2,17,layer_0_mlp2,P102,P102,"(32, 64)",4096,128,"376, 377, 378, 379","Processor 102 partial computation (input:(1024, 2048), output:(384, 448))",IMC,IMC
467,17.0,layer_0_mlp2,17,layer_0_mlp2,P103,P103,"(32, 64)",4096,128,"380, 381, 382, 383","Processor 103 partial computation (input:(1024, 2048), output:(448, 512))",IMC,IMC
468,17.0,layer_0_mlp2,17,layer_0_mlp2,P104,P104,"(32, 64)",4096,128,"384, 385, 386, 387","Processor 104 partial computation (input:(1024, 2048), output:(512, 576))",IMC,IMC
469,17.0,layer_0_mlp2,17,layer_0_mlp2,P105,P105,"(32, 64)",4096,128,"388, 389, 390, 391","Processor 105 partial computation (input:(1024, 2048), output:(576, 640))",IMC,IMC
470,17.0,layer_0_mlp2,17,layer_0_mlp2,P106,P106,"(32, 64)",4096,128,"392, 393, 394, 395","Processor 106 partial computation (input:(1024, 2048), output:(640, 704))",IMC,IMC
471,17.0,layer_0_mlp2,17,layer_0_mlp2,P107,P107,"(32, 64)",4096,128,"396, 397, 398, 399","Processor 107 partial computation (input:(1024, 2048), output:(704, 768))",IMC,IMC
472,17.0,layer_0_mlp2,17,layer_0_mlp2,P108,P108,"(32, 64)",4096,128,"400, 401, 402, 403","Processor 108 partial computation (input:(2048, 3072), output:(0, 64))",IMC,IMC
473,17.0,layer_0_mlp2,17,layer_0_mlp2,P109,P109,"(32, 64)",4096,128,"404, 405, 406, 407","Processor 109 partial computation (input:(2048, 3072), output:(64, 128))",IMC,IMC
474,17.0,layer_0_mlp2,17,layer_0_mlp2,P110,P110,"(32, 64)",4096,128,"408, 409, 410, 411","Processor 110 partial computation (input:(2048, 3072), output:(128, 192))",IMC,IMC
475,17.0,layer_0_mlp2,17,layer_0_mlp2,P111,P111,"(32, 64)",4096,128,"412, 413, 414, 415","Processor 111 partial computation (input:(2048, 3072), output:(192, 256))",IMC,IMC
476,17.0,layer_0_mlp2,17,layer_0_mlp2,P112,P112,"(32, 64)",4096,128,"416, 417, 418, 419","Processor 112 partial computation (input:(2048, 3072), output:(256, 320))",IMC,IMC
477,17.0,layer_0_mlp2,17,layer_0_mlp2,P113,P113,"(32, 64)",4096,128,"420, 421, 422, 423","Processor 113 partial computation (input:(2048, 3072), output:(320, 384))",IMC,IMC
478,17.0,layer_0_mlp2,17,layer_0_mlp2,P114,P114,"(32, 64)",4096,128,"424, 425, 426, 427","Processor 114 partial computation (input:(2048, 3072), output:(384, 448))",IMC,IMC
479,17.0,layer_0_mlp2,17,layer_0_mlp2,P115,P115,"(32, 64)",4096,128,"428, 429, 430, 431","Processor 115 partial computation (input:(2048, 3072), output:(448, 512))",IMC,IMC
480,17.0,layer_0_mlp2,17,layer_0_mlp2,P116,P116,"(32, 64)",4096,128,"432, 433, 434, 435","Processor 116 partial computation (input:(2048, 3072), output:(512, 576))",IMC,IMC
481,17.0,layer_0_mlp2,17,layer_0_mlp2,P117,P117,"(32, 64)",4096,128,"436, 437, 438, 439","Processor 117 partial computation (input:(2048, 3072), output:(576, 640))",IMC,IMC
482,17.0,layer_0_mlp2,17,layer_0_mlp2,P118,P118,"(32, 64)",4096,128,"440, 441, 442, 443","Processor 118 partial computation (input:(2048, 3072), output:(640, 704))",IMC,IMC
483,17.0,layer_0_mlp2,17,layer_0_mlp2,P119,P119,"(32, 64)",4096,128,"444, 445, 446, 447","Processor 119 partial computation (input:(2048, 3072), output:(704, 768))",IMC,IMC
484,17.0,layer_0_mlp2,17,layer_0_mlp2,P96,P84,"(32, 64)",4096,128,460,Send partial results from processor 96 to aggregation processor 84,IMC,IMC
485,17.0,layer_0_mlp2,17,layer_0_mlp2,P108,P84,"(32, 64)",4096,128,472,Send partial results from processor 108 to aggregation processor 84,IMC,IMC
486,17.0,layer_0_mlp2,17,layer_0_mlp2,P84,P84,"(32, 64)",4096,128,"448, 484, 485","Row aggregation for column range (0, 64) at processor 84",IMC,IMC
487,17.0,layer_0_mlp2,17,layer_0_mlp2,P97,P85,"(32, 64)",4096,128,461,Send partial results from processor 97 to aggregation processor 85,IMC,IMC
488,17.0,layer_0_mlp2,17,layer_0_mlp2,P109,P85,"(32, 64)",4096,128,473,Send partial results from processor 109 to aggregation processor 85,IMC,IMC
489,17.0,layer_0_mlp2,17,layer_0_mlp2,P85,P85,"(32, 64)",4096,128,"449, 487, 488","Row aggregation for column range (64, 128) at processor 85",IMC,IMC
490,17.0,layer_0_mlp2,17,layer_0_mlp2,P98,P86,"(32, 64)",4096,128,462,Send partial results from processor 98 to aggregation processor 86,IMC,IMC
491,17.0,layer_0_mlp2,17,layer_0_mlp2,P110,P86,"(32, 64)",4096,128,474,Send partial results from processor 110 to aggregation processor 86,IMC,IMC
492,17.0,layer_0_mlp2,17,layer_0_mlp2,P86,P86,"(32, 64)",4096,128,"450, 490, 491","Row aggregation for column range (128, 192) at processor 86",IMC,IMC
493,17.0,layer_0_mlp2,17,layer_0_mlp2,P99,P87,"(32, 64)",4096,128,463,Send partial results from processor 99 to aggregation processor 87,IMC,IMC
494,17.0,layer_0_mlp2,17,layer_0_mlp2,P111,P87,"(32, 64)",4096,128,475,Send partial results from processor 111 to aggregation processor 87,IMC,IMC
495,17.0,layer_0_mlp2,17,layer_0_mlp2,P87,P87,"(32, 64)",4096,128,"451, 493, 494","Row aggregation for column range (192, 256) at processor 87",IMC,IMC
496,17.0,layer_0_mlp2,17,layer_0_mlp2,P100,P88,"(32, 64)",4096,128,464,Send partial results from processor 100 to aggregation processor 88,IMC,IMC
497,17.0,layer_0_mlp2,17,layer_0_mlp2,P112,P88,"(32, 64)",4096,128,476,Send partial results from processor 112 to aggregation processor 88,IMC,IMC
498,17.0,layer_0_mlp2,17,layer_0_mlp2,P88,P88,"(32, 64)",4096,128,"452, 496, 497","Row aggregation for column range (256, 320) at processor 88",IMC,IMC
499,17.0,layer_0_mlp2,17,layer_0_mlp2,P101,P89,"(32, 64)",4096,128,465,Send partial results from processor 101 to aggregation processor 89,IMC,IMC
500,17.0,layer_0_mlp2,17,layer_0_mlp2,P113,P89,"(32, 64)",4096,128,477,Send partial results from processor 113 to aggregation processor 89,IMC,IMC
501,17.0,layer_0_mlp2,17,layer_0_mlp2,P89,P89,"(32, 64)",4096,128,"453, 499, 500","Row aggregation for column range (320, 384) at processor 89",IMC,IMC
502,17.0,layer_0_mlp2,17,layer_0_mlp2,P102,P90,"(32, 64)",4096,128,466,Send partial results from processor 102 to aggregation processor 90,IMC,IMC
503,17.0,layer_0_mlp2,17,layer_0_mlp2,P114,P90,"(32, 64)",4096,128,478,Send partial results from processor 114 to aggregation processor 90,IMC,IMC
504,17.0,layer_0_mlp2,17,layer_0_mlp2,P90,P90,"(32, 64)",4096,128,"454, 502, 503","Row aggregation for column range (384, 448) at processor 90",IMC,IMC
505,17.0,layer_0_mlp2,17,layer_0_mlp2,P103,P91,"(32, 64)",4096,128,467,Send partial results from processor 103 to aggregation processor 91,IMC,IMC
506,17.0,layer_0_mlp2,17,layer_0_mlp2,P115,P91,"(32, 64)",4096,128,479,Send partial results from processor 115 to aggregation processor 91,IMC,IMC
507,17.0,layer_0_mlp2,17,layer_0_mlp2,P91,P91,"(32, 64)",4096,128,"455, 505, 506","Row aggregation for column range (448, 512) at processor 91",IMC,IMC
508,17.0,layer_0_mlp2,17,layer_0_mlp2,P104,P92,"(32, 64)",4096,128,468,Send partial results from processor 104 to aggregation processor 92,IMC,IMC
509,17.0,layer_0_mlp2,17,layer_0_mlp2,P116,P92,"(32, 64)",4096,128,480,Send partial results from processor 116 to aggregation processor 92,IMC,IMC
510,17.0,layer_0_mlp2,17,layer_0_mlp2,P92,P92,"(32, 64)",4096,128,"456, 508, 509","Row aggregation for column range (512, 576) at processor 92",IMC,IMC
511,17.0,layer_0_mlp2,17,layer_0_mlp2,P105,P93,"(32, 64)",4096,128,469,Send partial results from processor 105 to aggregation processor 93,IMC,IMC
512,17.0,layer_0_mlp2,17,layer_0_mlp2,P117,P93,"(32, 64)",4096,128,481,Send partial results from processor 117 to aggregation processor 93,IMC,IMC
513,17.0,layer_0_mlp2,17,layer_0_mlp2,P93,P93,"(32, 64)",4096,128,"457, 511, 512","Row aggregation for column range (576, 640) at processor 93",IMC,IMC
514,17.0,layer_0_mlp2,17,layer_0_mlp2,P106,P94,"(32, 64)",4096,128,470,Send partial results from processor 106 to aggregation processor 94,IMC,IMC
515,17.0,layer_0_mlp2,17,layer_0_mlp2,P118,P94,"(32, 64)",4096,128,482,Send partial results from processor 118 to aggregation processor 94,IMC,IMC
516,17.0,layer_0_mlp2,17,layer_0_mlp2,P94,P94,"(32, 64)",4096,128,"458, 514, 515","Row aggregation for column range (640, 704) at processor 94",IMC,IMC
517,17.0,layer_0_mlp2,17,layer_0_mlp2,P107,P95,"(32, 64)",4096,128,471,Send partial results from processor 107 to aggregation processor 95,IMC,IMC
518,17.0,layer_0_mlp2,17,layer_0_mlp2,P119,P95,"(32, 64)",4096,128,483,Send partial results from processor 119 to aggregation processor 95,IMC,IMC
519,17.0,layer_0_mlp2,17,layer_0_mlp2,P95,P95,"(32, 64)",4096,128,"459, 517, 518","Row aggregation for column range (704, 768) at processor 95",IMC,IMC
